enrollee_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,Xgrp
33068.0,city_97,0.925,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,9.0,0.0,train
16735.0,city_114,0.926,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,28.0,1.0,train
9930.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,121.0,0.0,train
24345.0,city_28,0.939,,No relevant experience,no_enrollment,High School,,1,1000-4999,Pvt Ltd,1,83.0,1.0,train
700.0,city_136,0.897,Male,Has relevant experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,23.0,0.0,train
29600.0,city_21,0.624,Male,Has relevant experience,Full time course,High School,,9,100-500,Pvt Ltd,1,28.0,0.0,train
19438.0,city_39,0.898,Male,No relevant experience,Full time course,Graduate,STEM,6,,,never,47.0,0.0,train
19266.0,city_103,0.92,Other,Has relevant experience,no_enrollment,Graduate,STEM,4,50-99,,1,141.0,0.0,train
18670.0,city_54,0.856,Female,Has relevant experience,no_enrollment,Masters,STEM,12,50-99,Funded Startup,1,162.0,0.0,train
12660.0,city_11,0.55,,Has relevant experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,45.0,0.0,train
12129.0,city_173,0.878,Male,No relevant experience,no_enrollment,Primary School,,2,,,never,47.0,0.0,train
13955.0,city_57,0.866,Male,Has relevant experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,32.0,0.0,train
18667.0,city_21,0.624,,Has relevant experience,Full time course,,,2,100-500,Pvt Ltd,1,12.0,0.0,train
33153.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,1,84.0,0.0,train
14151.0,city_11,0.55,Male,Has relevant experience,Full time course,Graduate,STEM,4,<10,,1,69.0,1.0,train
4046.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,24.0,0.0,train
25432.0,city_21,0.624,,No relevant experience,Full time course,Masters,STEM,6,,,1,3.0,1.0,train
5978.0,city_21,0.624,Male,No relevant experience,Full time course,High School,,4,,Pvt Ltd,never,58.0,0.0,train
32799.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,28.0,0.0,train
273.0,city_21,0.624,Male,No relevant experience,Full time course,High School,,5,,,never,18.0,0.0,train
10238.0,city_79,0.698,,Has relevant experience,Part time course,Graduate,STEM,5,,,1,17.0,0.0,train
264.0,city_67,0.855,,No relevant experience,no_enrollment,High School,,8,,,1,80.0,0.0,train
17510.0,city_114,0.926,Male,No relevant experience,no_enrollment,High School,,8,,,never,124.0,0.0,train
24901.0,city_114,0.926,Male,No relevant experience,no_enrollment,,,3,,,never,47.0,0.0,train
33318.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Other,5,100-500,Pvt Ltd,>4,91.0,1.0,train
12800.0,city_103,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,16,10/49,Pvt Ltd,1,46.0,1.0,train
17237.0,city_114,0.926,Male,No relevant experience,Full time course,Masters,STEM,19,,,>4,13.0,1.0,train
13992.0,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,4,136.0,0.0,train
15125.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,,,>4,3.0,1.0,train
15213.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,94.0,1.0,train
889.0,city_159,0.843,,Has relevant experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,1,70.0,1.0,train
28843.0,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,60.0,0.0,train
25273.0,city_114,0.926,,Has relevant experience,no_enrollment,Graduate,STEM,14,,,1,65.0,1.0,train
29598.0,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,2,,,1,65.0,1.0,train
21642.0,city_128,0.527,Male,Has relevant experience,Part time course,Masters,STEM,8,50-99,Pvt Ltd,>4,37.0,0.0,train
25912.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,57.0,1.0,train
29086.0,city_114,0.926,Female,No relevant experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,10.0,0.0,train
6021.0,city_103,0.92,,Has relevant experience,,Masters,No Major,>20,100-500,Pvt Ltd,never,29.0,0.0,train
25285.0,city_61,0.913,,Has relevant experience,no_enrollment,Graduate,Humanities,<1,<10,NGO,1,18.0,1.0,train
5180.0,city_101,0.5579999999999999,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,11.0,1.0,train
19649.0,city_21,0.624,Male,No relevant experience,no_enrollment,,,7,,,never,46.0,1.0,train
31008.0,city_103,0.92,Male,No relevant experience,no_enrollment,High School,,9,,,never,20.0,0.0,train
9412.0,city_16,0.91,,No relevant experience,no_enrollment,High School,,5,,Pvt Ltd,1,70.0,0.0,train
4133.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,never,144.0,0.0,train
5875.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,5,<10,Early Stage Startup,never,152.0,0.0,train
4536.0,city_67,0.855,Male,Has relevant experience,no_enrollment,Graduate,No Major,10,,,4,13.0,0.0,train
27046.0,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,42.0,0.0,train
16041.0,city_103,0.92,Male,No relevant experience,no_enrollment,High School,,4,,,never,55.0,0.0,train
19718.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,Humanities,17,500-999,,1,162.0,0.0,train
4118.0,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10/49,,1,44.0,0.0,train
3867.0,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,STEM,9,10/49,Early Stage Startup,1,24.0,0.0,train
27539.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,No Major,14,10/49,Other,>4,188.0,0.0,train
7765.0,city_90,0.698,Female,No relevant experience,Full time course,Graduate,STEM,2,,,never,18.0,1.0,train
32605.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,3,155.0,0.0,train
20048.0,city_83,0.923,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,,,1,316.0,0.0,train
29460.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,20,,,1,55.0,1.0,train
15004.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,130.0,0.0,train
18404.0,city_100,0.887,Male,Has relevant experience,no_enrollment,Masters,STEM,10,100-500,,3,7.0,0.0,train
4318.0,city_41,0.8270000000000001,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,10.0,0.0,train
674.0,city_73,0.754,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,46.0,0.0,train
32802.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,38.0,0.0,train
11248.0,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,4,22.0,1.0,train
13649.0,city_11,0.55,,No relevant experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,156.0,1.0,train
17132.0,city_103,0.92,Male,No relevant experience,Full time course,High School,,4,,,1,28.0,1.0,train
8836.0,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,Business Degree,5,1000-4999,Pvt Ltd,1,99.0,0.0,train
1101.0,city_160,0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,2,72.0,0.0,train
8606.0,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,20.0,0.0,train
14793.0,city_116,0.743,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,178.0,0.0,train
10938.0,city_136,0.897,Male,No relevant experience,Full time course,Phd,STEM,14,10/49,Public Sector,1,12.0,1.0,train
31862.0,city_104,0.924,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,4,50.0,0.0,train
33330.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,32.0,0.0,train
28774.0,city_173,0.878,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,6.0,0.0,train
31370.0,city_136,0.897,Male,Has relevant experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,6.0,0.0,train
31628.0,city_103,0.92,,No relevant experience,no_enrollment,Graduate,STEM,<1,,,>4,125.0,1.0,train
11275.0,city_150,0.698,Male,No relevant experience,Full time course,Graduate,STEM,6,,,1,150.0,0.0,train
1866.0,city_70,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,,,1,47.0,1.0,train
23958.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,48.0,0.0,train
17281.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,,,2,55.0,1.0,train
7739.0,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,28.0,0.0,train
7155.0,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,20.0,0.0,train
6482.0,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,STEM,6,10000+,Public Sector,1,10.0,0.0,train
21474.0,city_159,0.843,,Has relevant experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,>4,22.0,0.0,train
628.0,city_73,0.754,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,4.0,1.0,train
28931.0,city_103,0.92,Female,No relevant experience,no_enrollment,Graduate,No Major,16,,Pvt Ltd,1,104.0,0.0,train
24975.0,city_57,0.866,,No relevant experience,no_enrollment,High School,,2,500-999,Pvt Ltd,never,148.0,0.0,train
14107.0,city_28,0.939,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,15.0,0.0,train
1471.0,city_73,0.754,Male,Has relevant experience,Part time course,Graduate,Humanities,11,,,>4,166.0,0.0,train
24191.0,city_136,0.897,Male,No relevant experience,no_enrollment,Masters,Humanities,>20,,,4,163.0,0.0,train
18127.0,city_11,0.55,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,12.0,1.0,train
15336.0,city_76,0.698,,No relevant experience,no_enrollment,Masters,STEM,2,<10,Funded Startup,2,113.0,0.0,train
1742.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,10000+,NGO,1,12.0,0.0,train
21691.0,city_21,0.624,Female,No relevant experience,Full time course,High School,,3,,,never,242.0,0.0,train
15753.0,city_11,0.55,Male,Has relevant experience,,Graduate,STEM,2,10/49,Pvt Ltd,1,3.0,1.0,train
12402.0,city_157,0.769,Male,No relevant experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,50.0,0.0,train
30354.0,city_19,0.682,Male,No relevant experience,Full time course,Primary School,,3,,,never,73.0,0.0,train
16447.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,6.0,0.0,train
11933.0,city_136,0.897,Male,No relevant experience,Full time course,Graduate,STEM,2,,,1,46.0,1.0,train
28214.0,city_16,0.91,Female,Has relevant experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,12.0,0.0,train
26261.0,city_73,0.754,Male,Has relevant experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,>4,7.0,1.0,train
22946.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,,,1,63.0,0.0,train
23366.0,city_21,0.624,,Has relevant experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,54.0,0.0,train
23311.0,city_90,0.698,Male,Has relevant experience,Part time course,Graduate,STEM,13,10/49,NGO,3,50.0,0.0,train
11964.0,city_101,0.5579999999999999,Male,No relevant experience,Full time course,Graduate,Other,4,,,1,43.0,1.0,train
20012.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,70.0,0.0,train
2549.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,140.0,0.0,train
11673.0,city_67,0.855,Male,Has relevant experience,Part time course,Masters,STEM,1,10000+,Pvt Ltd,1,47.0,0.0,train
22196.0,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,4,8.0,0.0,train
21236.0,city_160,0.92,,No relevant experience,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,98.0,0.0,train
9385.0,city_136,0.897,,No relevant experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,27.0,0.0,train
31873.0,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,88.0,0.0,train
24850.0,city_149,0.6890000000000001,,No relevant experience,no_enrollment,,,3,,,never,43.0,0.0,train
27373.0,city_64,0.6659999999999999,,Has relevant experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,88.0,0.0,train
25179.0,city_21,0.624,,No relevant experience,,High School,,3,,,,145.0,0.0,train
7786.0,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,48.0,1.0,train
29672.0,city_84,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,,,1,24.0,1.0,train
2108.0,city_50,0.8959999999999999,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,78.0,0.0,train
5991.0,city_162,0.767,,Has relevant experience,Part time course,Graduate,STEM,12,,,never,94.0,0.0,train
27153.0,city_21,0.624,,No relevant experience,Full time course,High School,,6,,,never,196.0,0.0,train
32082.0,city_100,0.887,Female,No relevant experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,218.0,0.0,train
15222.0,city_160,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,4,,,1,155.0,1.0,train
31579.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,61.0,0.0,train
32485.0,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,18,,,1,12.0,1.0,train
26551.0,city_61,0.913,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,101.0,0.0,train
7726.0,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,202.0,1.0,train
22372.0,city_21,0.624,,No relevant experience,Full time course,,,2,,,never,15.0,1.0,train
20065.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,90.0,0.0,train
26582.0,city_128,0.527,Male,No relevant experience,Full time course,High School,,2,,,1,9.0,0.0,train
23831.0,city_21,0.624,Male,No relevant experience,no_enrollment,High School,,7,,,never,136.0,1.0,train
3052.0,city_21,0.624,,No relevant experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1,26.0,1.0,train
16437.0,city_100,0.887,,Has relevant experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,never,54.0,0.0,train
14361.0,city_103,0.92,Male,No relevant experience,no_enrollment,High School,,4,,,never,21.0,0.0,train
3060.0,city_67,0.855,Male,No relevant experience,Part time course,Graduate,STEM,10,,,2,11.0,0.0,train
22797.0,city_10,0.895,,Has relevant experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,109.0,0.0,train
9067.0,city_74,0.579,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,10/49,,,57.0,0.0,train
18803.0,city_136,0.897,Female,No relevant experience,Full time course,Graduate,STEM,4,,,never,146.0,0.0,train
24456.0,city_21,0.624,Male,No relevant experience,Full time course,High School,,7,,,never,88.0,1.0,train
14203.0,city_114,0.926,,No relevant experience,Full time course,High School,,15,,,never,21.0,0.0,train
31211.0,city_114,0.926,Male,No relevant experience,no_enrollment,High School,,4,,Pvt Ltd,never,104.0,0.0,train
26423.0,city_16,0.91,,Has relevant experience,no_enrollment,Graduate,STEM,6,,,4,4.0,0.0,train
14582.0,city_21,0.624,Female,Has relevant experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,3,60.0,0.0,train
6511.0,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,304.0,1.0,train
8978.0,city_75,0.939,,Has relevant experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,78.0,0.0,train
9634.0,city_77,0.83,Male,Has relevant experience,no_enrollment,High School,,5,50-99,Pvt Ltd,never,162.0,0.0,train
2780.0,city_61,0.913,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,3.0,0.0,train
3048.0,city_114,0.926,,No relevant experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,15.0,0.0,train
15051.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,116.0,0.0,train
17357.0,city_160,0.92,,No relevant experience,no_enrollment,Primary School,,<1,,,,166.0,0.0,train
12504.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,10/49,Funded Startup,2,83.0,1.0,train
29357.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Humanities,>20,1000-4999,NGO,>4,74.0,0.0,train
15818.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,82.0,0.0,train
26132.0,city_81,0.73,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,100-500,Public Sector,>4,21.0,0.0,train
3918.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,99.0,0.0,train
19030.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,2,45.0,0.0,train
5734.0,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,2,3.0,1.0,train
14847.0,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,,,never,34.0,1.0,train
11713.0,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,,,never,111.0,1.0,train
3846.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Business Degree,16,50-99,Funded Startup,1,70.0,0.0,train
29556.0,city_90,0.698,Male,No relevant experience,Full time course,Graduate,STEM,<1,,,never,82.0,1.0,train
8667.0,city_176,0.764,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,48.0,0.0,train
11045.0,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,3,,,1,284.0,1.0,train
9739.0,city_94,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,17,,,>4,24.0,1.0,train
16711.0,city_21,0.624,,Has relevant experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,6.0,1.0,train
29918.0,city_103,0.92,Female,Has relevant experience,no_enrollment,Masters,Humanities,>20,,,1,8.0,1.0,train
31713.0,city_21,0.624,Male,No relevant experience,no_enrollment,Graduate,STEM,3,,,1,2.0,1.0,train
29486.0,city_103,0.92,Male,No relevant experience,Part time course,Graduate,STEM,8,,,1,9.0,1.0,train
15264.0,city_103,0.92,,No relevant experience,Full time course,Graduate,STEM,10,,,never,278.0,0.0,train
1075.0,city_98,0.949,Male,No relevant experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,76.0,0.0,train
328.0,city_131,0.68,Male,No relevant experience,no_enrollment,Graduate,Business Degree,10,10/49,Pvt Ltd,never,22.0,0.0,train
29628.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36.0,0.0,train
27370.0,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,11,50-99,,1,56.0,0.0,train
18754.0,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,123.0,0.0,train
12225.0,city_94,0.698,Male,Has relevant experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,36.0,0.0,train
30653.0,city_160,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,43.0,0.0,train
9162.0,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,24.0,0.0,train
27115.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94.0,0.0,train
3932.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20.0,0.0,train
25102.0,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,1,,,never,22.0,1.0,train
15912.0,city_103,0.92,Female,No relevant experience,no_enrollment,Graduate,Humanities,4,,Pvt Ltd,2,166.0,0.0,train
33340.0,city_75,0.939,Male,No relevant experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,48.0,0.0,train
27462.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,1,85.0,0.0,train
4505.0,city_160,0.92,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,>4,15.0,0.0,train
32415.0,city_149,0.6890000000000001,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,<10,NGO,never,24.0,0.0,train
28509.0,city_21,0.624,,Has relevant experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,34.0,1.0,train
1641.0,city_160,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,17.0,0.0,train
33245.0,city_145,0.555,Male,No relevant experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,25.0,1.0,train
10406.0,city_149,0.6890000000000001,,No relevant experience,Full time course,Primary School,,4,,,1,42.0,1.0,train
1613.0,city_72,0.795,,Has relevant experience,,Graduate,STEM,10,,Pvt Ltd,never,54.0,0.0,train
20608.0,city_21,0.624,,Has relevant experience,Full time course,Masters,STEM,5,,,never,24.0,1.0,train
27880.0,city_90,0.698,Male,No relevant experience,no_enrollment,Graduate,STEM,5,,,1,60.0,1.0,train
26398.0,city_100,0.887,,No relevant experience,no_enrollment,High School,,4,,,1,72.0,1.0,train
7159.0,city_16,0.91,,Has relevant experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,>4,26.0,0.0,train
18281.0,city_89,0.925,Male,Has relevant experience,no_enrollment,Graduate,Arts,16,,,1,28.0,0.0,train
31967.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,never,102.0,0.0,train
26955.0,city_16,0.91,Male,Has relevant experience,,Graduate,STEM,10,,,>4,13.0,0.0,train
19290.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,18.0,0.0,train
6838.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,7,10/49,Pvt Ltd,1,284.0,0.0,train
2353.0,city_21,0.624,Male,No relevant experience,Full time course,,,2,,,1,31.0,1.0,train
26351.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,>4,28.0,1.0,train
31075.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,13.0,0.0,train
10002.0,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,,Public Sector,never,82.0,1.0,train
12048.0,city_45,0.89,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,,,1,30.0,0.0,train
19068.0,city_103,0.92,Female,No relevant experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,30.0,0.0,train
2501.0,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,Other,6,100-500,Funded Startup,1,38.0,0.0,train
20741.0,city_73,0.754,Male,Has relevant experience,Full time course,High School,,7,,,1,76.0,1.0,train
10893.0,city_144,0.84,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,7.0,0.0,train
31767.0,city_21,0.624,,No relevant experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,77.0,1.0,train
27709.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Arts,3,10/49,Early Stage Startup,1,21.0,0.0,train
31782.0,city_16,0.91,,No relevant experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,52.0,0.0,train
28653.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,29.0,1.0,train
867.0,city_128,0.527,Male,No relevant experience,Full time course,High School,,4,,Pvt Ltd,never,56.0,1.0,train
29820.0,city_103,0.92,Male,Has relevant experience,Full time course,High School,,8,10000+,Pvt Ltd,1,39.0,0.0,train
31248.0,city_67,0.855,,No relevant experience,Full time course,Masters,Business Degree,1,500-999,Pvt Ltd,never,11.0,0.0,train
32697.0,city_83,0.923,,Has relevant experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,11.0,0.0,train
26854.0,city_90,0.698,,No relevant experience,no_enrollment,High School,,1,,,never,98.0,0.0,train
14848.0,city_101,0.5579999999999999,Male,No relevant experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,never,71.0,1.0,train
9503.0,city_114,0.926,,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,22.0,0.0,train
33304.0,city_106,0.698,Male,Has relevant experience,no_enrollment,Masters,STEM,8,,,1,23.0,1.0,train
10653.0,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,332.0,0.0,train
9094.0,city_11,0.55,,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,81.0,0.0,train
23715.0,city_102,0.804,Male,Has relevant experience,no_enrollment,Masters,STEM,5,,,1,62.0,0.0,train
10885.0,city_104,0.924,Male,Has relevant experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,4,31.0,0.0,train
28459.0,city_167,0.921,Male,Has relevant experience,no_enrollment,High School,,14,100-500,Pvt Ltd,1,26.0,0.0,train
6593.0,city_50,0.8959999999999999,Male,Has relevant experience,no_enrollment,Masters,Other,>20,,,never,21.0,0.0,train
14381.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,19.0,1.0,train
13010.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,2,19.0,0.0,train
6990.0,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,44.0,0.0,train
21696.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,20.0,0.0,train
18572.0,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,98.0,0.0,train
9110.0,city_36,0.893,Male,Has relevant experience,Full time course,Graduate,STEM,9,,,4,178.0,0.0,train
